Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-npnb,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,target,A,B,C,E,F,ShowProgressBar,D
26,1634042978655,12/10/2021 12:49:38,1634042978463,11,12/10/2021 23:49:38,49896,11,task-mowt,,16326015,1014,4563045,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,800x364,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,11,10,2,Screen 2,fixation,fixation,449,,,,0,,,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
27,1634042984975,12/10/2021 12:49:44,1634042984829,11,12/10/2021 23:49:44,49896,11,task-mowt,,16326015,1014,4563045,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,800x364,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,advancementZone,continue_button,6357,,,,0,,,,,,,,end,,,,,,,,,
28,1634042985319,12/10/2021 12:49:45,1634042984834,11,12/10/2021 23:49:44,49896,11,task-mowt,,16326015,1014,4563045,,complete,,,mobile,Apple iPhone,iOS 14.7.1,Mobile Safari 14.1.2,414x896,800x364,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,,,END TASK,,,,,559230,,,,,,,,,,,,,,,,,,,,,
1,1635767313773,01/11/2021 11:48:33,1635767313556,11,01/11/2021 22:48:33,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1635767338197,01/11/2021 11:48:58,1635767338010,11,01/11/2021 22:48:58,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,20168.300000000745,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
3,1635767338625,01/11/2021 11:48:58,1635767338434,11,01/11/2021 22:48:58,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,fixation,fixation,450.13300000000163,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
4,1635767359332,01/11/2021 11:49:19,1635767359136,11,01/11/2021 22:49:19,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,1,1,3,Screen 3,buttonB,response_button_image,20663.5,,,ICAR43_B.png,1,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
5,1635767359754,01/11/2021 11:49:19,1635767359574,11,01/11/2021 22:49:19,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,1,1,4,Screen 4,fixation,fixation,450.10599999999977,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
6,1635767363235,01/11/2021 11:49:23,1635767363056,11,01/11/2021 22:49:23,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,1,1,5,Screen 5,advancementZone,continue_button,3465.60000000149,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
7,1635767496321,01/11/2021 11:51:36,1635767496146,11,01/11/2021 22:51:36,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,buttonB,response_button_image,133064.69999999925,,,ICAR44_B.png,1,,,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
8,1635767496759,01/11/2021 11:51:36,1635767496585,11,01/11/2021 22:51:36,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,fixation,fixation,450.14199999999255,,,,0,,,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
9,1635767512306,01/11/2021 11:51:52,1635767512130,11,01/11/2021 22:51:52,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,buttonC,response_button_image,15475.800000000745,,,ICAR45_C.png,1,,,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
10,1635767512745,01/11/2021 11:51:52,1635767512573,11,01/11/2021 22:51:52,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,3,2,2,Screen 2,fixation,fixation,450.13400000002,,,,0,,,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
11,1635767537786,01/11/2021 11:52:17,1635767537593,11,01/11/2021 22:52:17,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,buttonA,response_button_image,24944,,,ICAR46_A.png,1,,,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
12,1635767538223,01/11/2021 11:52:18,1635767538031,11,01/11/2021 22:52:18,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,fixation,fixation,450.1619999999821,,,,0,,,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
13,1635767570622,01/11/2021 11:52:50,1635767570450,11,01/11/2021 22:52:50,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,buttonB,response_button_image,32364.5,,,ICAR47_B.png,1,,,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
14,1635767571077,01/11/2021 11:52:51,1635767570892,11,01/11/2021 22:52:50,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,5,4,2,Screen 2,fixation,fixation,450.14200000002165,,,,0,,,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
15,1635767603882,01/11/2021 11:53:23,1635767603700,11,01/11/2021 22:53:23,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,buttonD,response_button_image,32753.599999997765,,,ICAR48_D.png,1,,,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
16,1635767604320,01/11/2021 11:53:24,1635767604137,11,01/11/2021 22:53:24,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,fixation,fixation,450.10899999999674,,,,0,,,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
17,1635767648398,01/11/2021 11:54:08,1635767648227,11,01/11/2021 22:54:08,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,buttonC,response_button_image,44037.599999997765,,,ICAR50_C.png,1,,,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
18,1635767648848,01/11/2021 11:54:08,1635767648668,11,01/11/2021 22:54:08,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,7,6,2,Screen 2,fixation,fixation,450.13400000002,,,,0,,,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
19,1635767698071,01/11/2021 11:54:58,1635767697885,11,01/11/2021 22:54:57,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone1,response_button_image,49171.800000000745,,,ICAR53_E.png,1,,,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
20,1635767698515,01/11/2021 11:54:58,1635767698335,11,01/11/2021 22:54:58,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,fixation,fixation,450.1570000000065,,,,0,,,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
21,1635767721962,01/11/2021 11:55:21,1635767721781,11,01/11/2021 22:55:21,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,Zone1,response_button_image,23411.10000000149,,,ICAR54_E.png,1,,,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
22,1635767722399,01/11/2021 11:55:22,1635767722225,11,01/11/2021 22:55:22,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,9,8,2,Screen 2,fixation,fixation,450.1620000000112,,,,0,,,,,,,,matrices,A,ICAR54.png,ICAR54_A.png,ICAR54_B.png,ICAR54_C.png,ICAR54_E.png,ICAR54_F.png,1,ICAR54_D.png
23,1635767781132,01/11/2021 11:56:21,1635767780958,11,01/11/2021 22:56:20,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,buttonD,response_button_image,58676.099999997765,,,ICAR55_D.png,1,,,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
24,1635767781574,01/11/2021 11:56:21,1635767781395,11,01/11/2021 22:56:21,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,10,9,2,Screen 2,fixation,fixation,450.14100000000326,,,,0,,,,,,,,matrices,D,ICAR55.png,ICAR55_A.png,ICAR55_B.png,ICAR55_C.png,ICAR55_E.png,ICAR55_F.png,1,ICAR55_D.png
25,1635767813919,01/11/2021 11:56:53,1635767813744,11,01/11/2021 22:56:53,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone1,response_button_image,32294.89999999851,,,ICAR56_E.png,1,,,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
26,1635767814375,01/11/2021 11:56:54,1635767814190,11,01/11/2021 22:56:54,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,11,10,2,Screen 2,fixation,fixation,450.1370000000461,,,,0,,,,,,,,matrices,E,ICAR56.png,ICAR56_A.png,ICAR56_B.png,ICAR56_C.png,ICAR56_E.png,ICAR56_F.png,1,ICAR56_D.png
27,1635768719925,01/11/2021 12:11:59,1635768718983,11,01/11/2021 23:11:58,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,Spreadsheet1,12,1,1,Screen 1,advancementZone,continue_button,904763.8999999985,,,,0,,,,,,,,end,,,,,,,,,
28,1635768720227,01/11/2021 12:12:00,1635768718987,11,01/11/2021 23:11:58,49896,12,task-mowt,,16802816,1028,4829797,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 95.0.1020.40,1920x1080,1920x969,,,,Baseline - ICARRavensMatrix,2,CDBEAFG,Spreadsheet1,,,END TASK,,,,,1405432,,,,,,,,,,,,,,,,,,,,,
1,1635729672742,01/11/2021 01:21:12,1635729674049,11,01/11/2021 12:21:14,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1635729679034,01/11/2021 01:21:19,1635729680400,11,01/11/2021 12:21:20,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2606.9000000059605,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
3,1635729679465,01/11/2021 01:21:19,1635729680826,11,01/11/2021 12:21:20,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,fixation,fixation,451.3289999999997,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
4,1635729703034,01/11/2021 01:21:43,1635729704392,11,01/11/2021 12:21:44,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,1,1,3,Screen 3,buttonB,response_button_image,23515.20000000298,,,ICAR43_B.png,1,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
5,1635729703436,01/11/2021 01:21:43,1635729704804,11,01/11/2021 12:21:44,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,1,1,4,Screen 4,fixation,fixation,451.3000000000029,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
6,1635729706408,01/11/2021 01:21:46,1635729707757,11,01/11/2021 12:21:47,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,1,1,5,Screen 5,advancementZone,continue_button,2935,,,,0,,,,,,,,instructions,D,ICAR43.png,ICAR43_A.png,ICAR43_B.png,ICAR43_C.png,ICAR43_E.png,ICAR43_F.png,,ICAR43_D.png
7,1635729718343,01/11/2021 01:21:58,1635729719708,11,01/11/2021 12:21:59,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,buttonD,response_button_image,11896.70000000298,,,ICAR44_D.png,1,,,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
8,1635729718824,01/11/2021 01:21:58,1635729720145,11,01/11/2021 12:22:00,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,2,1,2,Screen 2,fixation,fixation,449.8580000000002,,,,0,,,,,,,,matrices,C,ICAR44.png,ICAR44_A.png,ICAR44_B.png,ICAR44_C.png,ICAR44_E.png,ICAR44_F.png,1,ICAR44_D.png
9,1635729741834,01/11/2021 01:22:21,1635729743194,11,01/11/2021 12:22:23,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone2,response_button_image,22993.79999999702,,,ICAR45_F.png,1,,,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
10,1635729742262,01/11/2021 01:22:22,1635729743622,11,01/11/2021 12:22:23,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,3,2,2,Screen 2,fixation,fixation,444.9490000000078,,,,0,,,,,,,,matrices,E,ICAR45.png,ICAR45_A.png,ICAR45_B.png,ICAR45_C.png,ICAR45_E.png,ICAR45_F.png,1,ICAR45_D.png
11,1635729793970,01/11/2021 01:23:13,1635729795328,11,01/11/2021 12:23:15,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,Zone1,response_button_image,51641.30000001192,,,ICAR46_E.png,1,,,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
12,1635729794382,01/11/2021 01:23:14,1635729795746,11,01/11/2021 12:23:15,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,fixation,fixation,441.97000000000116,,,,0,,,,,,,,matrices,B,ICAR46.png,ICAR46_A.png,ICAR46_B.png,ICAR46_C.png,ICAR46_E.png,ICAR46_F.png,1,ICAR46_D.png
13,1635729810417,01/11/2021 01:23:30,1635729811780,11,01/11/2021 12:23:31,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,buttonD,response_button_image,15979.79999999702,,,ICAR47_D.png,1,,,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
14,1635729810853,01/11/2021 01:23:30,1635729812209,11,01/11/2021 12:23:32,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,5,4,2,Screen 2,fixation,fixation,445.3610000000044,,,,0,,,,,,,,matrices,B,ICAR47.png,ICAR47_A.png,ICAR47_B.png,ICAR47_C.png,ICAR47_E.png,ICAR47_F.png,1,ICAR47_D.png
15,1635729837851,01/11/2021 01:23:57,1635729839220,11,01/11/2021 12:23:59,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,Zone2,response_button_image,26949.70000000298,,,ICAR48_F.png,1,,,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
16,1635729838262,01/11/2021 01:23:58,1635729839646,11,01/11/2021 12:23:59,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,fixation,fixation,450.23399999999674,,,,0,,,,,,,,matrices,D,ICAR48.png,ICAR48_A.png,ICAR48_B.png,ICAR48_C.png,ICAR48_E.png,ICAR48_F.png,1,ICAR48_D.png
17,1635729842898,01/11/2021 01:24:02,1635729844251,11,01/11/2021 12:24:04,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,buttonC,response_button_image,4562.699999988079,,,ICAR50_C.png,1,,,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
18,1635729843325,01/11/2021 01:24:03,1635729844693,11,01/11/2021 12:24:04,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,7,6,2,Screen 2,fixation,fixation,447.9659999999858,,,,0,,,,,,,,matrices,E,ICAR50.png,ICAR50_A.png,ICAR50_B.png,ICAR50_C.png,ICAR50_E.png,ICAR50_F.png,1,ICAR50_D.png
19,1635729854185,01/11/2021 01:24:14,1635729855555,11,01/11/2021 12:24:15,49896,12,task-mowt,,16797752,1031,4829800,,complete,,,mobile,Samsung SM-G973F,Android 11,Chrome WebView 95.0.4638.50,869x412,778x332,,,,Baseline - ICARRavensMatrix,2,ABGCFDE,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,buttonD,response_button_image,10795.20000000298,,,ICAR53_D.png,1,,,,,,,,matrices,C,ICAR53.png,ICAR53_A.png,ICAR53_B.png,ICAR53_C.png,ICAR53_E.png,ICAR53_F.png,1,ICAR53_D.png
